"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract"
"Kusuma P.D.","Kusuma, Purba Daru (56206181600)","56206181600","Best Couple Algorithm: A New Metaheuristic with Two Types of Equal Size Swarm Splits","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200756736&partnerID=40&md5=b9332668f2da69c797560999b968ae5a","As stated in the no-free-lunch (NFL) theory, there is not any optimizer suitable for all problems. This circumstance becomes the motivation of introducing a new swarm-based metaheuristic called best couple algorithm (BCA). BCA is constructed as a swarm-based metaheuristic where the swarm is split into two sub-swarms. There are two types of splitting. The first split is dividing the swarm into the first half and second half of swarms. The second split is dividing the swarm into the odd indexed swarm members and even indexed swarm members. There is a sub swarm leader representing the highest quality swarm member in every sub swarm. There are two sequential searches for every split: the motion toward the middle between two sub swarm leaders and the motion relative to the middle between two randomly picked sub swarm members. In the benchmark assessment, BCA is compared with total interaction algorithm (TIA), coati optimization algorithm (COA), language education algorithm (LEO), osprey optimization algorithm (OOA), and walrus optimization algorithm (WaOA). The result shows that BCA is superior to these five contenders as it is better than TIA, COA, LEO, OOA, and WaOA in 18, 18, 16, 18, and 18 functions respectively out of 23 functions. © (2024), (International Association of Engineers). All rights reserved."
"Handayani R.; Mutiara G.A.; Suchendra D.R.","Handayani, Rini (57200994988); Mutiara, Giva Andriana (56331094300); Suchendra, Devie Ryana (57208601447)","57200994988; 56331094300; 57208601447","Leveraging Shifting Ultrasonic Sensors for Three-Dimensional Cargo Volume Determination","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199862277&doi=10.18280%2fijtdi.080202&partnerID=40&md5=f21a92e377c56b3764fc8df733613257","The logistics sector is overburdened trying to keep up with the demand for package shipments due to the impact of the growth of online sales on various platforms that make it easier for people to shop. However, there are still a few manual parts involves measuring and calculating the cargo volume. This research proposes a solution with a three-dimensional package measurement approach based on the Ultrasonics HC-SR04 sensor, Arduino, and DC motor to make volume calculation easy, cheap, and automatic. Volume measurement is equipped with a moving arm mechanism from 3 axes simultaneously. The system's ability was tested using a variety of package shape measurement scenarios. According to the measurement results, it can measure package dimensions and volume with an overall success rate of 82.66%, a flat box-shaped package success rate of 93.35%, a cylindrical shape success rate of 96.65%, and an irregular shape success rate of 33.33%. According to the test findings, it can be concluded that this method is highly effective to contribute to calculating the volume of regular-shaped package objects. This is because over 90% of the package shapes received are regular-shaped. However, measuring irregular shapes requires more enhancement to achieve accurate results. ©2024 The authors."
"Ismail S.; Bakar N.F.I.A.; Omar N.I.; Budiman F.; Majnis M.F.","Ismail, Syahriza (35183099800); Bakar, Noor Farah Iddayu Abu (58251617400); Omar, Noor Irinah (56005825500); Budiman, Faisal (57200947378); Majnis, Mohd Fadhil (56436668800)","35183099800; 58251617400; 56005825500; 57200947378; 56436668800","SURFACE MODIFICATION OF IRON OXIDE-MWCNTs NANOCOMPOSITE FOR POTENTIAL APPLICATION IN PHOTOCATALYSIS","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200775898&partnerID=40&md5=2637ce4b2aac1f8689dc3f7a77a5e156","Iron oxide is a compound that exists in several forms such as FeO, Fe2O3, and Fe3O4. In this study, iron oxide was incorporated with multi-walled carbon nanotubes (MWCNTs) to create a nanocomposite material for photocatalysis. The interaction between carbon and iron oxide is to investigate to improve the efficiency and stability of nanocomposites as photocatalysts. This nanocomposite is made by depositing MWCNTs on an iron sheet after being oxidized at 400 °C for 60 or 120 minutes. By using a spin coating technique, carbon nanotubes weighing between 0.15 and 0.50 mg were coated on the iron oxide that is formed after the oxidation process. The morphological and structural characteristics of this nanocomposite are characterized using different characterization techniques, including Raman spectroscopy, UV-Vis spectroscopy, field emission scanning electron microscopy (FESEM), and X-ray diffraction (XRD). Based on the XRD analysis, the α-Fe2O3 structure was formed and FESEM images have shown that MWCNTs were successfully deposited onto the surface of α-Fe2O3 nanoleaves. When the photocatalytic activity of the nanocomposite was examined using aqueous methyl orange (MO), it was discovered that the quantity of MWCNTs deposited on the α-Fe2O3 nanoleaves affected the effectiveness of MO dye. After five hours of exposure, a composite with 0.25 mg of MWCNTs demonstrated superior photocatalytic activity, degrading MO dye by 64%. On the surface of the nanocomposite, MWCNTs aid in the production of reactive radical species like OH• and O2• and lessen the recombination of photo-generated charge carriers. Because of this synergistic mechanism, the photocatalytic process is more efficient, which makes iron oxide nanocomposite a practical material for a range of environmental application. © 2024, Microscopy Society of Malaysia. All rights reserved."
"Indrawati; Widarmanti T.; Ramantoko G.; Pillai S.K.B.; Rachmawati I.","Indrawati (36455846200); Widarmanti, Tri (57491465100); Ramantoko, Gadang (6506130936); Pillai, Subhash K.B. (36447680400); Rachmawati, Indira (57193380777)","36455846200; 57491465100; 6506130936; 36447680400; 57193380777","Towards a Unified Model of Planned Obsolescence and Innovation Adoption in Consumer Behavior: A Literature Review and Conceptual Proposition using the Stimulus-Organism-Response Framework","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199319290&doi=10.24425%2fmper.2024.151128&partnerID=40&md5=ddb04a4211003c9a766103ed4a0403bf","This study investigates the controversial practice of planned obsolescence in the electronics industry. The study explores how frequent new model releases affect smartphone pricing and consumer loyalty, along with factors influencing smartphone upgrades such as perceived necessity, technological advancements, and pricing incentives. The research aims to understand consumer perspectives on planned obsolescence using Venkatesh’s decision-making theory in dynamic purchase conditions. Key questions include defining planned obsolescence, dissecting the innovation and consumer behavior model, and examining how these concepts relate to purchasing the next smartphone version. The literature review covers 23 planned obsolescence references (1993-2022) and 21 innovation adoption references (1943-2021). It touches on various aspects of planned obsolescence. The study advocates for consumer awareness, sustainable practices by producers, and a balanced business model that serves all interests while protecting the environment. A legal framework supporting a circular economy is highlighted as essential in combating planned obsolescence. © 2024 The Author(s)."
"Christianti R.F.; Azhari A.; Dharmawan A.","Christianti, Risa Farrid (57897609800); Azhari, Azhari (57201433962); Dharmawan, Andi (57189249016)","57897609800; 57201433962; 57189249016","AN MLP CLASSIFICATION METHOD FOR SOUND-BASED DRONE DETECTION SYSTEM","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201939782&doi=10.24507%2ficicel.18.09.971&partnerID=40&md5=bd8dd2540c1f8720ef87a9c37c8483e9","With the increase in various types and production of drones for multiple purposes, there may be a danger of using drones illegally. This condition harms protected public areas, such as tourist attractions and places of worship, offices, etc. Therefore, it is crucial to detect events or conditions considered detrimental so that security operators can obtain this information and identify the presence of drones. This paper introduces a drone detection method based on sound data using a combination of Log-mel spectrogram and Mel-Frequency Cepstrum Coefficients (MFCC) features. Therefore, this paper’s aim is to offer a deep learning methodology applied to tasks related to drone detection using voice data. Based on experimental results, this MLP-based model detected the presence of drones 549 times and caught non-drones 241 times from the data tested (20% of the dataset of 4,093 data). The accuracy percentage achieved is 96.46%; in the test data, the precision value is 96%. The highest recall percentage and f1-score were achieved in the Drone class (recall = 98%, f1-score = 97%). The confusion matrix from the model evaluation shows that the model made nine times the error of detecting objects as Non-Drone (FN = 1.1%). ICIC International ©2024."
"Suhari K.T.; Saptari A.Y.; Abidin H.Z.; Gunawan P.H.","Suhari, Ketut Tomy (57196485539); Saptari, Asep Yusup (57209322884); Abidin, Hasanuddin Z. (6602400263); Gunawan, Putu Harry (56537112300)","57196485539; 57209322884; 6602400263; 56537112300","Integrating Advanced Surveying Technologies and Indigenous Knowledge into 3D Building Information Modeling","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196067630&doi=10.13189%2fcea.2024.120424&partnerID=40&md5=2fbe380dc092c965021a625d2a04f5b6","This paper comprehensively investigates applying High Definition Surveying (HDS) techniques and Building Information Modeling (BIM) methodologies for documenting and analyzing cultural heritage in Penglipuran village, Bali, Indonesia. Penglipuran village, renowned for its preservation of traditional Balinese culture and architecture, serves as the focal point for this study. Leveraging HDS technologies such as Terrestrial Laser Scanning (TLS), Drone-based imaging, and Global Navigation Satellite System (GNSS), accurate spatial data were collected to facilitate the creation of detailed BIM models. The methodology involved data collection using HDS techniques, followed by data processing using software like Agisoft and Cloud Compare. Subsequently, BIM models were developed using Revit software, enabling the visualization and analysis of cultural elements within the village. The study utilized open BIM environments and platforms like BIMServer and BIMVision to query and analyze cultural heritage data within the BIM models. This research integrates HDS techniques and BIM methodologies to demonstrate the effectiveness of these approaches in cultural heritage management and tourism promotion. The accuracy and detail of the developed 3D models were assessed against established Level of Detail (LOD) standards to ensure their suitability for heritage conservation and visitor engagement. The findings of this study provide valuable insights for stakeholders involved in heritage preservation, urban planning, tourism management, and academia. By showcasing the potential of advanced technologies in documenting and preserving cultural heritage sites, this research contributes to the sustainable management and promotion of cultural heritage, ensuring its significance for future generations. © 2024 by authors, all rights reserved."
"Rizqullah F.M.; Aprillia B.S.; Caniago R.S.; Purnama I.","Rizqullah, Farrell Muhammad (59258722700); Aprillia, Bandiyah Sri (57202914083); Caniago, Rasyid Siddiq (59258597100); Purnama, Irwan (56668836000)","59258722700; 57202914083; 59258597100; 56668836000","Study on fuzzy-MPPT buck boost converter for photovoltaic systems","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201154967&doi=10.1063%2f5.0206893&partnerID=40&md5=c0b6b1d8ce5eb9fa4a43a7e99d15ad5f","In recent years, several controllers with Maximum Power Point (MPPT) techniques have been developed to maintain PV arrays operating at maximum power point (MPP), one of which is using the Perturb and Observe (P&O) method. However, the P&O algorithm and modified P&O are still less efficient in tracking MPP when fluctuations of radiation intensity occur. Therefore, it will decrease overall efficiency. This study aims to design a converter for photovoltaic based on Fuzzy-MPPT. The system is evaluated under conditions of partial shading. In the test, the F-MPPT charge controller was able to produce an average power efficiency of 88% under Partial Shading Condition (PSC) conditions with a maximum power of 33.1 Watt and 30.25 Watt PV. The average efficiency is 89% when the output voltage limit is given, this is done to adjust the battery charging voltage level so as not to damage the power storage components during the charging process. © 2024 Author(s)."
"Basuki A.I.; Rosiyadi D.; Susanto H.; Setiawan I.; Salim T.I.","Basuki, Akbari Indra (56715961400); Rosiyadi, Didi (55355563700); Susanto, Hadi (59156591700); Setiawan, Iwan (57196256783); Salim, Taufik Ibnu (57193571630)","56715961400; 55355563700; 59156591700; 57196256783; 57193571630","Privacy-preserving reservation model for public facilities based on public Blockchain","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195202387&doi=10.11591%2fijece.v14i4.pp4418-4429&partnerID=40&md5=9785b5b06033614a32ab5761cdfc599d","Ensuring fairness in the utilization of government-funded public facilities, such as co-working spaces, sports fields, and meeting rooms, is imperative to accommodate all citizens. However, meeting these requirements poses a significant challenge due to the high costs associated with maintaining digital infrastructure, employee wages, and cybersecurity expenses. Fortunately, Blockchain smart contracts present an economical and secure solution for managing digital infrastructure. They offer a pay-per-transaction schema, immutable transaction records, and role-based data updates. Despite these advantages, public blockchains raise concerns about data privacy since records are publicly readable. To address this issue, this study proposes a privacy-preserving mechanism for public facilities' reservation systems. The approach involves encrypting the reservation table with fully-homomorphic encryption (FHE). By employing FHE with binary masking and polynomial evaluation, the reservation table can be updated without decrypting the data. Consequently, citizens can discreetly book facilities without revealing their identities and eliminating the risk of overlapping schedules. The proposed system allows anyone to verify reservations without disclosing requested data and table contents. Moreover, the system operates autonomously without the need for human administration, ensuring enhanced user privacy. © 2024 Institute of Advanced Engineering and Science. All rights reserved."
"Sa’adah A.; Sasmito A.; Pasaribu A.A.","Sa’adah, Aminatus (59207835300); Sasmito, Ayomi (57209457023); Pasaribu, Asysta Amalia (59207104000)","59207835300; 57209457023; 59207104000","Comparison of Genetic Algorithm (GA) and Particle Swarm Optimization (PSO) for Estimating the Susceptible-Exposed-Infected-Recovered (SEIR) Model Parameter Values","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197697065&doi=10.20473%2fjisebi.10.2.290-301&partnerID=40&md5=2e971a7babf508abec4c63b4d47fb31b","Background: The most commonly used mathematical model for analyzing disease spread is the Susceptible-Exposed-Infected-Recovered (SEIR) model. Moreover, the dynamics of the SEIR model depend on several factors, such as the parameter values. Objective: This study aimed to compare two optimization methods, namely genetic algorithm (GA) and particle swarm optimization (PSO), in estimating the SEIR model parameter values, such as the infection, transition, recovery, and death rates. Methods: GA and PSO algorithms were compared to estimate parameter values of the SEIR model. The fitness value was calculated from the error between the actual data of cumulative positive COVID-19 cases and the numerical data of cases from the solution of the SEIR COVID-19 model. Furthermore, the numerical solution of the COVID-19 model was calculated using the fourth-order Runge-Kutta algorithm (RK-4), while the actual data were obtained from the cumulative dataset of positive COVID-19 cases in the province of Jakarta, Indonesia. Two datasets were then used to compare the success of each algorithm, namely, Dataset 1, representing the initial interval for the spread of COVID-19, and Dataset 2, representing an interval where there was a high increase in COVID-19 cases. Results: Four parameters were estimated, namely the infection rate, transition rate, recovery rate, and death rate, due to disease. In Dataset 1, the smallest error of GA method, namely 8.9%, occurred when the value of = 0.5, while the numerical error of PSO was 7.5%. In Dataset 2, the smallest error of GA method, namely 31.21%, occurred when = 0.5, while the numerical error of PSO was 3.46%. Conclusion: Based on the parameter estimation results for Datasets 1 and 2, PSO had better fitting results than GA. This showed PSO was more robust to the provided datasets and could better adapt to the trends of the COVID-19 epidemic. © 2024 The Authors. Published by Universitas Airlangga."
"Fahrudin T.; Wijaya D.R.","Fahrudin, Tora (56372312500); Wijaya, Dedy Rahman (56094759900)","56372312500; 56094759900","New custom rating for improving recommendation system performance","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197291067&doi=10.1186%2fs40537-024-00952-3&partnerID=40&md5=72c9ed17105ee07aac1e1391b107c2e3","Recommendation system is currently attracting the interest of many explorers. Various new businesses have surfaced with the rise of online marketing (E-Commerce) in response to Covid-19 pandemic. This phenomenon allows recommendation items through a system called Collaborative Filtering (CF), aiming to improve shopping experience of users. Typically, the effectiveness of CF relies on the precise identification of similar profile users by similarity algorithms. Traditional similarity measures are based on the user-item rating matrix. Approximately, four custom ratings (CR) were used along with a new rating formula, termed New Custom Rating (NCR), derived from the popularity of users and items in addition to the original rating. Specifically, NCR optimized recommendation system performance by using the popularity of users and items to determine new ratings value, rather than solely relying on the original rating. Additionally, the formulas improved the representativeness of the new rating values and the accuracy of similarity algorithm calculations. Consequently, the increased accuracy of recommendation system was achieved. The implementation of NCR across four CR algorithms and recommendation system using five public datasets was examined. Consequently, the experimental results showed that NCR significantly increased recommendation system accuracy, as evidenced by reductions in RMSE, MSE, and MAE as well as increasing FCP and Hit Rate. Moreover, by combining the popularity of users and items into rating calculations, NCR improved the accuracy of various recommendation system algorithms reducing RMSE, MSE, and MAE up to 62.10%, 53.62%, 65.97%, respectively, while also increasing FCP and Hit Rate up to 11.89% and 31.42%, respectively. © The Author(s) 2024."
"Pradana M.; Rubiyanti N.; Marimon F.","Pradana, Mahir (57189049974); Rubiyanti, Nurafni (57218673700); Marimon, Frederic (6504405453)","57189049974; 57218673700; 6504405453","Measuring Indonesian young consumers’ halal purchase intention of foreign-branded food products","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188994111&doi=10.1057%2fs41599-023-02559-0&partnerID=40&md5=759bec7edaf7975f3603f11c4ca92872","This article is among the few focusing on halal young consumer behavior in Indonesia. The focus is to examine the topic of halal food product purchase intention. Here, we focus specifically on Muslim teenagers in Indonesia to explore whether they still hold on to the halal principle that most Muslims adhere to when consuming food. This research examine their halal awareness based on theory of planned behavior (TPB) theory and compare it to the previous publications so far. To reach this objective, we used quantitative methodology. Our data was acquired from 161 Indonesian young Muslim consumers. Furthermore, the variance-based structural equation modeling and Theory of Planned Behavior (TPB) research model were utilized. Our findings demonstrate that subjective norm and attitude are significant determinants of halal food buying intent. However, perceived behavioral control has not been established as a purchase intention component. Finally, this study provides additional research on halal consumer behavior, focusing on the empirical findings of young Indonesian consumers, especially seen from TPB perspective. © The Author(s) 2024."
"Abadi P.; Otsuka Y.; Saito S.; Yamamoto M.; Perwitasari S.; Muafiry I.N.; Putra A.Y.; Faturahman A.","Abadi, P. (56006588900); Otsuka, Y. (56414179400); Saito, S. (55225613600); Yamamoto, M. (9274833100); Perwitasari, S. (56993931500); Muafiry, I.N. (57201341359); Putra, A.Y. (57218400325); Faturahman, A. (57651921800)","56006588900; 56414179400; 55225613600; 9274833100; 56993931500; 57201341359; 57218400325; 57651921800","Longitudinal Range of the Eastward-Traveling Equatorial Plasma Bubble Inducing Ionospheric Scintillation","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201810605&doi=10.1029%2f2024SW003908&partnerID=40&md5=0cf7ab59bd2fe36e2bad78b5357a3bed","Equatorial Plasma Bubbles (EPBs) can generate ionospheric scintillation at GHz frequencies used in the Global Navigation Satellite System (GNSS). Emerging at any longitude following sunset and typically moving eastward, monitoring the EPBs is essential for space weather services. Using three GNSS receivers positioned at the same latitude (∼0°N) but separated in longitudes (∼9°, ∼16°, and ∼25°) and the 47 MHz Equatorial Atmosphere Radar (EAR) in Indonesia, our study delineates the zonal extent of eastward-traveling post-sunset EPB inducing ionospheric GNSS scintillation. Typically, the scintillation occurrences detected by a ground receiver concentrate between 19 and 01 local time (LT), with a peak incidence observed at 21 LT. Furthermore, an experiment combining EAR observations with GNSS receiver data allowed for the determination of the linear change in the speed of eastward-traveling EPB inducing scintillation during this time period. Interestingly, the longitudinal range of eastward-traveling EPBs increased with higher solar flux (F10.7) levels. Our findings suggest that EPB can induce scintillation up to a longitudinal distance of approximately 25° from the onset location at sunset to the eastern midnight region, particularly in F10.7 ranging from 90 to 150 solar flux units. Moreover, experiments using longitudinally separated GNSS receivers indicated that scintillations during 19–01 LT originate from post-sunset EPBs within a longitudinal range extending 25° to the west. In conclusion, our research provides valuable insight into the ability of eastward-traveling EPB to induce GNSS scintillation within a longitudinal range of 25°, thereby enhancing EPB and scintillation monitoring and prediction in regional space weather services. © 2024. The Author(s)."
